id,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary,satisfaction_level
8935,0.78,4,142.51,3,0,e,0,management,medium,0.874
14121,0.92,4,212.39,7,0,a,0,sales,high,0.369
11466,0.4,3,213.79,5,1,e,1,sales,low,0.679
10208,0.59,5,199.99,4,0,c,0,support,high,0.193
3077,0.66,3,181.41,2,1,c,0,sales,medium,0.807
1650,0.99,4,237.76,6,0,b,0,support,low,0.761
10958,0.72,5,245.93,2,0,a,0,technical,low,0.879
1550,0.86,7,306.11,4,0,d,0,sales,medium,0.091
5319,0.59,3,206.77,5,0,e,0,support,medium,0.672
6848,0.91,4,208.35,3,0,e,0,support,low,0.842
4921,0.94,4,243.1,3,0,e,0,technical,low,0.835
6931,0.67,3,191.54,5,0,e,0,IT,low,0.615
11208,0.73,4,285.65,7,0,a,0,sales,high,0.933
5339,0.66,3,151.7,2,0,a,0,RandD,low,0.699
5928,0.74,2,168.55,3,0,a,0,support,low,0.848
12238,0.53,2,146.09,3,0,d,0,marketing,low,0.439
530,0.57,2,137.83,3,0,b,0,accounting,medium,0.395
10012,0.94,3,197.39,3,1,c,0,sales,medium,0.859
1516,0.49,2,129.9,3,0,d,0,IT,low,0.399
5361,0.4,2,257.46,3,0,e,0,sales,medium,0.555
12400,1,5,249.72,6,0,b,0,sales,low,0.911
3957,0.9,3,151.73,3,0,c,0,product_mng,medium,0.542
9445,0.58,4,158.79,3,0,e,0,technical,low,0.978
1479,0.57,2,141.56,3,0,b,0,accounting,medium,0.397
13651,0.49,5,233.39,4,0,e,0,sales,medium,0.68
238,0.53,2,147.79,3,0,d,0,marketing,low,0.427
5617,0.59,3,140.18,2,0,e,0,technical,high,0.804
8900,0.87,3,184.98,2,1,a,0,support,low,0.614
13828,0.76,4,210.87,4,0,e,0,sales,medium,0.714
2676,0.91,5,225.98,2,1,c,0,management,medium,0.506
461,0.49,2,138.7,3,0,b,0,support,medium,0.441
3686,1,2,276.98,3,1,c,0,sales,medium,0.608
289,0.48,2,138.27,3,0,b,0,technical,low,0.365
855,0.56,2,156.35,3,0,d,0,sales,medium,0.42
1047,0.49,2,152.17,3,0,d,0,technical,high,0.38
1078,0.52,2,129.02,3,0,b,0,sales,medium,0.471
10710,0.51,4,185.79,3,1,c,0,sales,high,0.895
8616,0.49,3,106.33,3,0,e,0,product_mng,medium,0.989
9349,0.72,4,137.98,3,0,a,0,technical,low,0.661
6089,0.81,5,236.1,3,0,a,0,technical,medium,0.872
11141,0.55,4,198.83,3,0,e,0,technical,high,0.865
9667,0.98,3,141.41,3,0,c,0,support,medium,0.809
663,0.8,6,256.96,5,0,b,0,support,low,0.098
12693,0.82,6,277.83,4,0,d,0,marketing,medium,0.096
1864,0.51,2,154.8,3,0,b,0,hr,medium,0.369
6828,0.62,4,159.74,2,0,e,0,technical,medium,0.331
1837,0.79,6,276.4,4,0,b,0,management,low,0.104
11119,0.36,3,168.77,5,0,e,0,sales,low,0.187
4690,0.76,2,203.98,4,0,a,0,hr,high,0.529
6859,0.72,4,268.17,3,0,e,0,product_mng,low,0.537
3206,0.38,3,280.54,2,0,c,0,marketing,low,0.409
10341,0.82,4,273.19,2,0,c,0,technical,low,0.679
13708,0.76,3,185.06,3,0,a,0,sales,low,0.538
5963,0.55,3,108.98,2,1,a,0,sales,medium,0.619
8507,0.97,3,271.34,2,0,a,0,hr,medium,0.788
7978,0.63,4,273.22,2,0,a,0,technical,low,0.695
4826,0.75,5,259.8,2,0,a,0,sales,medium,0.888
2809,0.91,3,213.9,2,0,e,0,IT,low,0.509
2329,0.77,2,172.63,2,0,a,0,technical,medium,0.664
12173,0.88,6,285.22,4,0,b,0,sales,low,0.102
1636,0.5,2,134.21,3,0,b,0,hr,medium,0.368
1104,0.88,6,254.93,4,0,b,0,technical,low,0.103
9613,0.55,4,154.35,4,0,e,0,accounting,high,0.815
8318,0.66,3,260.26,4,0,a,0,RandD,high,0.776
6969,0.59,3,235.07,3,0,c,0,sales,medium,0.546
8430,0.72,3,262.66,4,0,a,0,hr,low,0.977
4890,0.58,5,279.2,4,0,a,0,marketing,medium,0.23
7677,0.52,5,239.81,3,0,e,0,technical,medium,0.503
14460,0.84,6,298.46,4,0,d,0,sales,low,0.106
910,0.98,4,271.34,5,0,d,0,sales,low,0.782
12823,0.6,3,242.94,3,0,e,0,technical,medium,0.605
4284,0.61,3,187.04,2,1,c,0,sales,medium,0.402
3235,0.74,4,227.83,2,0,c,0,accounting,high,0.843
6127,0.64,4,146.25,2,0,c,0,sales,high,0.761
14675,0.98,5,233.63,5,0,b,0,marketing,medium,0.827
14065,0.93,3,251.14,3,0,c,0,marketing,low,0.696
12939,0.9,4,246.79,3,0,a,0,technical,low,0.632
2136,0.81,4,141.54,2,0,a,0,marketing,medium,0.735
12970,0.76,4,140.8,3,0,a,0,RandD,low,0.586
3583,0.64,4,218.34,4,0,a,0,RandD,medium,0.978
2993,0.51,3,150.47,4,1,e,0,sales,medium,0.663
11059,0.97,3,176.12,2,0,a,0,support,low,0.679
4206,0.77,3,172.91,2,0,e,0,marketing,medium,0.796
9371,0.87,3,156.58,3,1,e,0,IT,low,0.942
6303,0.92,4,257.38,3,1,e,0,technical,low,0.747
1271,0.97,6,290.15,4,0,b,0,support,medium,0.109
1135,0.88,6,292.25,4,0,b,0,product_mng,low,0.112
3581,0.89,5,194.24,4,0,e,0,RandD,medium,0.517
1062,0.83,5,268.49,5,0,d,0,RandD,low,0.873
1058,0.95,6,235.22,5,0,b,0,product_mng,low,0.317
4735,0.65,6,275.7,5,1,a,1,support,medium,0.234
9329,0.5,3,201.13,2,0,e,0,sales,low,0.709
12950,0.76,5,199.22,3,0,e,0,support,medium,0.691
6925,0.54,3,138.16,4,0,e,0,support,low,0.345
13562,0.51,5,259.47,10,1,a,0,management,high,0.642
1984,0.49,2,161.01,3,0,b,0,marketing,low,0.403
2064,0.91,4,148.28,3,0,a,0,technical,medium,0.858
11735,0.76,5,233.38,3,0,a,0,sales,low,0.887
2208,0.9,3,168.7,4,0,c,0,RandD,medium,0.609
11091,0.83,4,212.71,2,0,a,0,product_mng,medium,0.866
4275,0.57,5,265.95,3,1,c,0,marketing,medium,0.885
7122,0.68,5,169.55,3,0,e,0,sales,low,0.782
7179,0.5,6,215.5,5,0,e,0,support,medium,0.703
8656,0.69,5,157.18,4,0,c,0,accounting,low,0.323
13390,0.89,6,218.1,4,1,a,1,RandD,medium,0.654
4285,0.77,3,232.2,2,1,c,0,sales,medium,0.829
5025,0.66,4,272.17,2,0,a,0,IT,low,0.564
9484,0.49,4,246.86,3,1,c,0,sales,low,0.746
9683,0.82,5,160.29,3,0,c,0,IT,medium,0.56
3100,0.89,4,149.02,2,0,e,0,support,low,0.735
100,0.52,2,153.81,3,0,d,0,sales,medium,0.384
11472,0.54,4,167.98,3,0,e,0,IT,medium,0.728
7201,0.64,3,268.5,5,0,e,0,sales,low,0.739
7538,0.64,3,288,3,0,c,0,technical,medium,0.698
4339,0.85,5,225.33,4,0,e,0,IT,low,0.727
8280,0.7,3,182.26,3,1,a,0,technical,low,0.664
13745,0.78,4,141.19,3,0,e,0,sales,low,0.635
7722,0.9,5,229.42,6,0,e,0,sales,medium,0.199
6497,0.55,2,128.94,3,0,a,0,sales,low,0.505
4663,0.55,5,287.09,4,0,e,0,marketing,medium,0.619
7213,0.73,5,214.07,2,0,e,0,technical,medium,0.721
1115,0.47,2,133.15,3,0,b,0,support,medium,0.418
2485,0.54,3,154.03,2,0,e,0,technical,medium,0.963
1275,0.83,6,285.35,5,0,b,0,support,medium,0.092
7011,0.95,3,244.61,3,0,e,0,IT,high,0.993
5605,0.81,3,206.99,4,0,c,0,hr,medium,0.51
13298,0.86,4,170.52,6,0,a,0,IT,medium,0.549
680,0.84,6,270.47,4,0,b,0,IT,low,0.094
3038,0.78,6,260.62,5,0,a,0,management,medium,0.121
12956,0.86,3,202.5,3,0,a,0,IT,medium,0.838
9682,1,6,244.63,3,0,a,0,IT,medium,0.219
13363,0.8,3,209.92,2,0,e,0,support,medium,0.991
13114,0.63,5,191.29,4,1,e,0,IT,medium,0.806
772,0.77,4,150.11,3,0,b,0,sales,medium,0.312
2349,0.68,4,193.67,4,0,c,0,IT,low,0.67
5974,0.9,4,265.17,3,0,c,0,sales,medium,0.731
12822,0.97,4,171.35,3,0,e,0,support,medium,0.517
2419,0.66,6,164.1,5,0,c,0,support,low,0.969
14040,0.67,4,251.73,3,1,a,0,sales,medium,0.643
1019,0.96,4,241.12,5,0,d,0,accounting,low,0.858
4277,0.58,3,194.35,2,0,a,0,accounting,medium,0.958
8560,0.78,5,157.07,5,1,a,0,sales,low,0.648
9182,1,5,253.64,3,1,a,0,sales,low,0.767
4109,0.47,4,270.44,2,0,a,0,IT,medium,0.844
4719,0.75,4,177.03,2,0,a,0,IT,low,0.966
1323,0.52,2,144.51,3,0,b,0,sales,medium,0.367
6465,0.7,4,185.05,2,0,e,0,support,low,0.647
7996,0.62,3,172.19,3,0,e,0,management,medium,0.729
3154,0.52,3,159.61,2,1,e,0,sales,low,0.871
8257,0.43,2,169,3,0,c,0,sales,medium,0.557
10505,0.57,4,189.87,2,0,c,0,support,medium,0.806
9328,0.56,5,151.17,3,0,c,0,sales,low,0.291
7992,0.73,4,191.09,3,1,c,0,support,medium,0.667
4775,0.79,5,164.34,3,1,a,0,technical,medium,1
4504,0.67,3,119.8,3,0,c,1,marketing,medium,0.353
720,0.49,2,141.03,3,0,b,0,hr,low,0.425
1362,0.5,2,129.44,3,0,b,0,IT,medium,0.403
10852,0.55,3,247.06,3,0,e,0,sales,low,0.839
8106,0.67,3,139.14,2,0,e,0,sales,medium,0.864
7066,0.66,3,151.26,2,0,c,0,technical,medium,0.298
7806,0.81,5,161.96,4,1,e,0,sales,medium,0.118
13322,0.73,4,204.66,2,0,a,0,sales,low,0.947
2783,0.93,2,248.92,3,0,c,0,technical,low,0.604
5820,0.55,4,214.84,3,1,e,0,sales,medium,0.68
5184,0.51,3,244.11,2,0,c,0,RandD,low,0.586
4944,0.54,3,275.99,6,0,e,0,management,low,0.904
9283,0.5,3,187.02,3,1,c,0,support,low,0.497
9843,0.93,2,241.96,3,0,c,0,accounting,high,0.526
10627,0.78,3,192.8,2,0,e,0,sales,medium,0.979
2292,0.74,6,140.89,5,1,e,0,technical,medium,0.989
9162,0.59,3,165.63,3,0,c,0,technical,medium,0.516
12188,0.53,2,154.2,3,0,b,0,technical,medium,0.375
13736,0.67,3,175.71,3,0,e,0,product_mng,medium,0.827
12576,0.77,2,198.76,2,0,d,0,technical,medium,0.473
2832,0.78,4,176.63,2,0,e,0,marketing,medium,0.549
3240,0.73,3,156.5,3,0,c,0,hr,low,0.908
9992,0.85,2,185.28,3,0,a,0,product_mng,low,0.375
12941,0.81,4,212.55,3,0,c,0,support,low,0.741
1272,0.46,2,144.33,3,0,d,0,support,medium,0.456
11467,0.68,3,151.69,2,0,e,1,sales,low,0.543
12972,0.9,3,187.78,2,0,c,0,marketing,low,0.958
2101,0.74,3,219.26,4,0,e,0,technical,low,1
10599,0.53,4,209.81,3,0,a,0,product_mng,low,0.972
1332,0.81,6,248.22,4,0,d,0,technical,low,0.092
9050,0.9,4,216.63,3,0,c,0,technical,medium,0.6
12329,0.48,2,149.66,3,0,b,0,sales,low,0.433
12654,0.88,7,308.52,4,0,d,0,technical,medium,0.098
9847,0.98,5,163.9,3,0,a,0,management,high,0.589
9200,0.71,3,196.62,3,0,e,0,technical,low,0.958
13036,0.93,3,249.12,2,0,e,0,IT,medium,0.735
3312,0.65,4,211.58,2,0,c,0,accounting,medium,0.82
6863,0.97,3,171.96,3,0,a,0,IT,medium,0.651
9519,0.52,4,201.28,3,0,e,0,support,low,0.831
7724,0.51,3,276.47,3,0,c,0,sales,medium,0.507
3161,0.59,4,174.95,3,0,c,0,hr,low,0.991
5210,0.91,3,240.8,2,0,a,0,sales,medium,0.499
2575,0.83,5,268.24,4,0,e,0,technical,low,0.888
187,0.47,2,142.48,3,0,b,0,hr,medium,0.395
1210,0.83,6,268.55,4,0,d,0,product_mng,low,0.111
14928,0.52,2,142.9,3,0,d,0,management,low,0.442
12844,0.63,6,242.63,6,0,e,0,sales,high,0.179
8037,0.54,5,275.38,4,1,c,0,sales,high,0.14
5143,0.6,3,226.83,2,0,c,0,hr,low,0.976
7701,0.88,4,210.93,3,0,c,0,product_mng,low,0.805
11552,0.83,5,144.09,3,0,a,0,sales,medium,0.515
11246,0.56,4,149.99,3,0,c,0,IT,medium,0.7
2553,0.51,4,205.89,2,0,e,0,technical,low,0.516
2981,0.47,3,148.66,3,0,c,0,support,low,0.937
13731,0.64,3,192.18,10,1,a,0,IT,medium,0.775
10261,0.73,4,149.86,2,1,e,0,hr,low,0.754
2623,0.61,4,244.86,2,1,c,0,accounting,low,0.918
6645,0.94,4,211.46,3,1,e,0,marketing,medium,0.733
3236,0.92,5,183.03,5,0,a,0,accounting,high,0.178
9983,0.67,5,210.75,3,0,c,0,technical,low,0.779
1344,0.59,2,149.27,3,0,d,0,support,low,0.383
8385,0.51,6,106.47,4,0,e,0,IT,high,0.664
10659,0.68,5,175.37,4,0,a,0,support,medium,0.918
10346,0.61,4,204.19,3,0,e,0,technical,low,0.926
10280,0.67,5,132.11,2,1,e,0,support,medium,0.834
3190,0.64,4,218.4,2,0,e,0,management,medium,0.544
10907,0.9,4,281.41,4,0,e,0,product_mng,medium,0.182
7795,0.64,5,273.78,2,0,e,0,sales,medium,0.836
4015,0.67,5,254.65,5,0,a,0,support,low,0.142
11975,0.77,3,274.11,8,0,c,0,management,high,0.586
2714,0.55,4,167.72,3,1,a,0,technical,medium,0.643
8217,0.75,4,177.34,2,1,a,0,support,medium,0.872
7418,0.57,4,218.67,3,0,a,0,sales,high,0.98
14831,0.75,3,267.06,2,0,d,0,sales,medium,0.796
3320,0.69,3,105.71,2,0,c,0,technical,low,0.208
13670,0.73,4,196.53,3,0,e,1,technical,low,0.84
12099,0.99,5,221.05,6,0,b,0,sales,medium,0.897
1752,0.95,6,266.37,5,0,b,0,RandD,medium,0.091
5146,0.53,4,252.33,3,0,e,0,hr,low,0.751
12350,0.8,6,304.43,5,0,d,0,technical,medium,0.087
7854,0.39,3,196.01,3,1,e,0,IT,low,0.304
6947,0.75,4,172.35,4,0,e,0,marketing,medium,0.644
1226,0.49,2,142.02,3,0,b,0,marketing,low,0.412
12111,0.84,6,290.01,4,0,d,0,hr,high,0.088
11443,0.8,4,114.06,3,0,e,0,IT,medium,0.584
6638,0.77,3,239.09,3,0,c,0,marketing,medium,0.778
11391,0.62,4,169.17,3,0,a,0,IT,low,0.375
1979,0.81,5,266.91,5,0,d,0,RandD,medium,0.926
6819,0.46,5,141.47,4,0,c,0,sales,low,0.293
13782,0.56,3,149.91,10,0,a,0,product_mng,low,0.79
8001,0.66,4,205.7,3,0,e,0,IT,medium,0.838
7764,0.85,5,99.84,2,1,e,0,support,high,0.398
5525,0.5,4,234.26,3,0,a,1,accounting,high,0.237
7005,0.66,4,150.34,3,0,c,0,technical,low,0.82
11916,0.72,3,184.57,2,0,c,0,sales,low,0.377
2072,0.83,4,203.04,3,0,e,0,sales,low,0.967
4587,0.71,2,119.06,3,0,a,0,marketing,high,0.49
12838,0.77,3,191.82,2,0,a,0,sales,medium,0.989
5654,0.58,2,248.11,6,0,a,0,management,low,0.818
11941,1,4,219.63,10,0,c,0,marketing,medium,0.57
3525,0.84,6,253.11,2,0,c,0,sales,low,0.678
12053,0.54,2,132.28,3,0,d,0,support,low,0.386
8449,0.73,3,192.76,3,1,e,0,support,high,0.957
3893,0.95,4,240.55,4,0,e,0,accounting,medium,0.674
11784,0.88,3,189.2,3,1,a,0,management,high,0.715
3717,0.96,3,157.57,2,0,e,0,support,medium,0.727
1335,0.9,3,307.67,5,0,b,0,technical,low,0.861
3522,0.89,3,161.22,2,0,e,0,sales,low,0.739
6724,0.85,2,129.62,3,0,e,0,marketing,medium,0.331
5243,0.63,5,249.18,3,0,a,0,support,medium,0.675
97,0.84,6,281.03,4,0,b,0,sales,low,0.105
4841,0.82,3,133.86,3,0,a,0,hr,low,0.68
7041,0.82,4,205.16,4,1,e,0,sales,low,0.601
2658,0.98,2,111.68,2,0,e,0,IT,low,0.76
7497,0.94,5,221.84,2,0,e,0,sales,medium,0.989
12637,0.53,2,147.75,3,0,d,0,sales,low,0.436
8953,0.91,3,262.48,3,0,e,0,sales,low,0.709
6317,0.91,3,209.21,2,0,e,0,technical,low,0.417
1411,0.6,2,282.12,4,0,b,0,technical,low,0.318
9362,0.5,3,208.85,3,0,a,0,support,low,0.564
6459,0.64,6,142.83,5,1,e,0,support,low,0.157
2223,0.71,2,173.8,5,0,e,0,sales,low,0.539
2948,0.93,4,262.47,2,0,c,0,support,medium,0.823
7532,0.56,4,269.75,4,0,a,0,support,medium,0.613
8498,0.95,3,181.87,3,0,a,0,sales,medium,0.976
6825,0.92,3,200.02,2,0,e,0,hr,medium,0.537
14535,0.45,2,131.96,3,0,d,0,sales,low,0.377
6850,0.49,3,189.16,3,0,c,0,technical,low,0.951
7354,0.78,3,163.21,2,0,c,0,sales,medium,0.909
10576,0.59,4,165.09,2,0,c,0,technical,low,0.881
13565,0.98,2,271.38,3,0,c,0,sales,low,0.619
2589,0.58,5,201.98,3,0,a,0,RandD,low,0.821
14250,0.55,2,153.97,3,0,b,0,technical,low,0.402
13461,0.77,3,265.92,3,0,a,0,IT,medium,0.5
4812,0.91,2,207.78,3,0,e,0,technical,medium,0.151
6050,0.74,5,183.51,2,0,c,0,sales,medium,0.522
12049,0.46,2,149.01,3,0,d,0,support,low,0.44
4832,0.99,5,147.4,2,0,a,0,sales,low,0.741
2305,0.55,6,99.01,4,0,c,0,sales,low,0.909
9988,0.83,5,271.11,3,0,a,0,IT,low,0.891
12232,0.83,6,244.89,4,0,d,0,accounting,low,0.107
9914,0.76,3,173.08,2,0,e,0,product_mng,low,0.698
14731,0.94,4,275.78,5,0,d,0,IT,low,0.863
2227,0.95,4,176.61,4,0,c,0,sales,low,0.617
11277,0.7,4,238.75,6,0,a,0,accounting,low,0.579
7815,0.69,3,274.3,3,0,a,0,hr,low,0.985
9146,0.71,3,169.78,2,0,a,0,IT,low,0.9
13895,0.85,3,152.91,10,0,c,0,support,medium,0.694
172,0.78,7,278.28,4,0,d,0,sales,low,0.119
7811,0.55,3,159.97,3,0,e,0,sales,low,0.94
10471,0.61,3,240.98,3,0,a,0,sales,medium,0.481
404,0.87,5,244.74,5,0,b,0,sales,low,0.765
10236,0.64,2,169.75,3,1,c,0,marketing,medium,0.873
9113,0.57,2,158.12,3,1,a,0,hr,medium,0.816
11428,0.55,4,217.66,2,0,e,0,sales,low,0.645
9217,0.54,5,279.14,2,1,e,0,technical,medium,0.772
12904,0.97,4,162.99,3,0,c,0,sales,medium,0.728
4199,0.51,3,157.41,3,0,a,0,marketing,medium,0.98
1500,0.83,6,253.86,4,0,d,0,support,low,0.11
6700,0.47,3,183.4,2,0,e,0,IT,low,0.416
7313,0.42,2,171.64,5,0,a,0,IT,low,0.314
5170,0.72,5,123.49,2,1,c,0,technical,low,0.205
10045,0.63,4,159.01,3,0,c,0,technical,medium,0.778
4360,0.87,4,261.02,2,0,e,0,marketing,medium,0.737
13721,0.43,4,248.08,3,0,c,0,support,low,0.464
9161,0.46,6,132.53,2,0,a,0,support,medium,0.338
7746,0.49,2,180.2,5,1,e,0,technical,low,0.546
1823,0.89,6,280.3,4,0,b,0,product_mng,medium,0.104
340,0.89,7,308.44,5,0,b,0,hr,medium,0.09
1148,0.56,2,158.42,3,0,d,0,management,low,0.393
5616,0.99,6,207.61,5,0,a,0,technical,high,0.485
12484,0.52,2,145.67,3,0,d,0,sales,low,0.367
10690,0.87,5,256.01,2,0,a,0,marketing,medium,0.896
4084,0.61,4,228.75,4,1,e,0,technical,low,0.596
11114,0.67,5,244.32,3,0,e,0,sales,low,0.764
12611,0.54,2,127.61,3,0,d,0,sales,medium,0.39
14940,0.77,5,285.06,4,1,d,0,RandD,medium,0.094
6363,0.78,5,223.72,2,0,e,0,accounting,medium,0.995
3149,0.48,4,140,5,0,e,0,sales,medium,0.729
7515,0.77,5,235.3,4,0,c,0,technical,high,0.945
3998,0.81,4,246.28,4,0,c,0,accounting,medium,0.678
7103,0.79,3,201.08,2,0,e,0,support,medium,0.549
14116,0.85,6,285.48,7,0,a,0,sales,medium,0.21
5157,0.92,5,194.17,6,0,a,0,technical,medium,0.191
10512,0.72,5,254.85,3,0,e,0,support,medium,0.874
2970,0.63,3,230.75,2,0,c,0,product_mng,low,0.746
7607,0.73,3,269.96,2,0,e,0,support,medium,0.774
12922,0.92,3,194.81,2,0,e,0,sales,low,0.577
10651,0.77,5,220.51,4,0,c,0,technical,low,0.134
7676,0.57,4,175.87,2,1,a,0,technical,low,0.878
6396,0.5,4,189.36,3,0,c,0,IT,medium,0.648
2511,0.78,3,229.82,2,0,c,0,RandD,low,0.499
3577,0.85,5,191.58,3,0,a,0,product_mng,medium,0.488
8623,0.43,3,193.39,2,1,a,0,RandD,medium,0.583
11780,0.67,4,154.97,3,0,a,0,product_mng,low,0.815
10358,0.38,3,132.4,4,0,c,0,support,medium,0.533
7004,0.87,6,232.42,6,0,e,0,technical,low,0.848
2134,0.79,4,266.66,3,0,c,0,RandD,medium,0.479
14035,0.79,4,264.65,3,0,e,1,marketing,medium,0.752
10622,0.48,3,241.6,2,0,e,0,sales,medium,0.604
14251,0.87,5,268.66,5,0,d,0,technical,low,0.864
10811,0.93,5,137.93,2,1,e,0,support,low,0.971
476,0.87,5,271.42,4,0,b,0,sales,low,0.107
6097,0.7,5,181.08,4,0,a,0,product_mng,high,0.619
7420,0.55,2,205.23,3,0,e,0,sales,high,0.802
11040,0.81,3,245.51,2,1,e,0,hr,low,0.629
373,0.57,2,143.71,3,0,d,0,product_mng,medium,0.352
3940,0.71,3,206.07,3,0,c,0,support,low,0.58
4748,0.99,5,238.62,4,0,e,0,sales,medium,0.913
5619,0.88,4,191.8,3,1,c,0,support,low,0.701
4140,0.81,4,164.84,4,0,a,0,sales,low,0.644
14205,0.95,3,194.97,10,0,e,1,management,high,0.228
7650,0.77,5,135.42,2,0,a,0,sales,high,0.769
4532,0.9,4,162.23,2,0,a,0,accounting,low,0.892
2744,0.86,3,254.09,2,0,c,0,RandD,low,0.502
2980,0.58,4,270.94,3,0,a,0,accounting,low,0.746
7821,0.41,5,241.31,2,0,c,0,technical,medium,0.43
4130,0.58,3,245.44,4,0,e,0,marketing,high,0.811
7807,0.78,5,265.7,2,0,e,0,sales,medium,0.701
8542,0.76,4,107.21,2,1,a,0,product_mng,low,0.527
14714,0.51,2,155.15,3,0,d,0,technical,medium,0.425
10439,0.64,3,229.82,4,1,e,0,technical,medium,0.226
4432,0.6,5,159.9,3,0,a,0,technical,medium,0.649
3637,0.41,4,131.23,5,1,a,0,support,medium,0.546
4815,0.56,4,169.18,3,0,e,0,marketing,medium,0.926
3981,0.78,4,255.64,4,0,a,0,sales,low,0.708
9060,0.83,3,188.04,6,0,e,0,support,low,0.798
8671,0.94,4,227,2,0,e,0,technical,low,0.579
1983,0.48,2,138.73,3,0,d,0,RandD,high,0.428
13453,0.61,5,193.29,2,1,e,0,technical,high,0.604
5936,0.54,4,166.72,3,0,a,0,technical,medium,0.577
8852,0.7,4,192.39,4,1,a,0,RandD,medium,0.989
9761,0.99,4,132.99,2,0,a,0,product_mng,medium,0.988
7693,0.82,3,264.02,5,1,c,0,IT,medium,0.685
1911,0.98,4,241.46,6,0,b,0,support,low,0.911
5380,0.51,3,257.05,3,0,e,0,technical,low,0.701
1942,0.48,2,144.79,3,0,d,0,hr,medium,0.399
10748,0.73,6,236.55,5,0,c,0,IT,medium,0.142
7378,0.42,3,181.12,3,0,e,0,support,high,0.439
4904,0.84,4,232.66,3,0,e,0,sales,medium,0.697
6864,0.51,6,195.37,4,1,a,0,RandD,medium,0.227
4943,0.66,3,209.27,3,0,e,0,technical,low,0.543
773,0.54,2,161.21,3,0,d,0,sales,medium,0.424
5534,0.87,4,182.98,3,0,e,0,technical,low,0.856
1026,0.53,2,131.67,3,0,b,0,technical,low,0.459
13292,0.49,4,178.25,8,0,c,0,management,medium,0.936
13973,0.9,4,269.72,10,0,e,0,accounting,medium,0.811
8274,0.77,5,246.58,2,1,e,0,accounting,low,0.919
6062,0.81,4,146.26,2,0,c,0,hr,medium,0.952
5975,0.86,3,142.88,2,1,e,0,sales,medium,0.696
7905,0.62,2,142.47,2,0,e,0,technical,medium,0.538
3419,0.57,6,205.9,4,1,a,0,IT,medium,0.79
13018,0.65,3,256.34,2,0,a,0,support,high,0.898
11587,0.49,3,241.68,2,1,a,0,marketing,low,0.174
6779,0.91,5,197.41,5,0,a,0,IT,low,0.312
11415,0.51,3,256.53,3,1,c,0,IT,low,0.691
3011,0.73,3,212.38,2,0,a,0,hr,low,0.894
7140,0.48,3,156.2,2,0,a,0,technical,medium,0.719
6535,0.69,3,206.04,2,1,a,0,support,medium,0.736
9781,0.5,2,153.46,3,0,c,0,sales,low,0.417
11409,0.87,5,207.72,2,0,a,0,sales,high,0.873
14087,0.46,5,173.69,5,0,a,0,technical,medium,0.406
7924,0.96,3,110.63,4,0,a,0,IT,medium,0.636
12918,0.55,3,226.58,4,1,a,0,sales,medium,0.969
5702,0.94,3,255.53,4,0,e,0,support,medium,0.997
5774,0.78,5,246.97,3,0,a,0,support,low,0.952
8047,0.95,5,235.16,3,0,c,0,hr,low,0.964
14268,0.82,6,310.85,4,0,b,0,technical,low,0.095
2860,0.68,4,191.84,3,0,a,0,technical,low,0.99
14198,0.79,4,230.61,4,0,e,0,product_mng,medium,0.197
2108,0.77,5,104.94,4,0,c,0,support,low,0.746
8762,0.67,5,138.67,3,0,e,0,management,medium,0.911
11502,0.52,3,183.35,2,0,e,0,support,low,0.602
4472,0.6,3,172.69,3,0,a,0,technical,medium,0.606
2489,0.51,3,157.99,3,1,a,0,support,medium,0.757
7180,0.74,4,176.23,3,0,e,0,technical,medium,0.517
10507,0.76,2,167.44,4,0,a,0,support,medium,0.546
3675,0.68,3,166.91,3,0,c,0,sales,low,0.64
14404,0.81,6,249.2,4,0,d,0,technical,medium,0.09
10885,0.93,4,262.98,3,0,e,0,support,low,0.73
9679,0.72,5,220.46,2,0,a,0,IT,medium,0.891
9578,0.95,4,250.38,4,0,e,0,technical,medium,0.547
7101,0.82,4,270.92,3,0,c,0,sales,medium,0.576
1488,0.96,7,288.16,4,0,b,0,technical,low,0.097
13935,0.48,3,211.23,7,0,c,0,sales,medium,0.731
4187,0.73,5,284.06,3,0,a,0,IT,medium,0.24
9367,0.87,4,263.83,3,0,a,0,technical,low,0.246
14570,0.9,6,275.9,4,0,b,0,support,low,0.098
12346,1,4,255.42,5,0,d,0,technical,low,0.813
8427,0.51,3,192,3,0,a,0,accounting,medium,0.553
3955,0.59,2,122.08,2,0,c,0,IT,low,0.88
1819,0.82,7,285.63,4,0,d,0,IT,medium,0.109
12974,0.37,3,166.63,4,1,a,0,accounting,low,0.282
3642,0.5,4,270.36,4,0,a,0,support,medium,0.943
6549,0.92,4,247.8,3,0,a,0,IT,low,0.911
2708,0.77,4,218.49,2,0,a,0,technical,low,0.49
6220,0.79,3,206.35,3,0,a,0,technical,medium,0.688
2538,0.76,3,159.61,3,0,a,0,sales,low,0.792
6457,0.52,2,176.12,3,0,e,0,support,high,0.543
10728,0.91,4,244.4,3,0,c,0,technical,low,0.637
11888,0.54,3,195.29,2,1,c,0,IT,low,0.695
14908,0.88,7,251.64,5,0,b,0,technical,low,0.097
5391,0.9,3,103.7,4,0,c,0,support,medium,0.839
3516,0.99,4,174.19,3,0,a,0,marketing,low,0.866
